reference,amount,type,date
706,5307.0,Other,2000-04-02
8457,-4165.0,Investments,2000-04-02
9991,8998.0,Other,2000-04-02
7156,-1304.0,Food,2000-04-03
6903,-683.0,Groceries,2000-04-03
4015,-5583.0,Subscriptions,2000-04-03
5222,-391.0,Subscriptions,2000-04-04
1205,8706.0,Tips,2000-04-04
6807,-3254.0,Subscriptions,2000-04-04
4164,5616.0,Tips,2000-04-05
2373,-4915.0,Food,2000-04-05
3220,8162.0,Salary,2000-04-05
4630,6192.0,Salary,2000-04-05
908,8189.0,Other,2000-04-08
2552,-1151.0,Investments,2000-04-08
43,5685.0,Tips,2000-04-08
5499,4488.0,Other,2000-04-09
7200,6029.0,Other,2000-04-09
2054,-8754.0,Investments,2000-04-09
8057,7643.0,Salary,2000-04-09
2039,6305.0,Other,2000-04-10
5789,7035.0,Other,2000-04-11
2695,714.0,Salary,2000-04-11
4590,8087.0,Tips,2000-04-12
9484,-8155.0,Groceries,2000-04-13
5117,7206.0,Salary,2000-04-13
8802,-2476.0,Health Insurance,2000-04-15
8058,3626.0,Salary,2000-04-15
6715,-2325.0,Investments,2000-04-15
5152,3103.0,Salary,2000-04-16
1157,-5329.0,Leisure,2000-04-18
2651,6903.0,Salary,2000-04-18
7221,2872.0,Salary,2000-04-19
9156,879.0,Salary,2000-04-19
2684,8381.0,Tips,2000-04-20
3694,-4881.0,Subscriptions,2000-04-21
6011,-9098.0,Food,2000-04-22
2890,-7969.0,Groceries,2000-04-23
7546,9486.0,Other,2000-04-24
3962,-1773.0,Leisure,2000-04-24
6091,8433.0,Other,2000-04-27
299,70.0,Salary,2000-04-28
2707,-3078.0,Investments,2000-04-29
1580,562.0,Other,2000-04-29
1324,-1006.0,Health Insurance,2000-04-30
1415,2776.0,Tips,2000-04-30
3752,5360.0,Salary,2000-05-01
1860,-1344.0,Health Insurance,2000-05-02
6237,-242.0,Leisure,2000-05-04
4475,-2707.0,Leisure,2000-05-05
7736,5250.0,Tips,2000-05-05
1993,-528.0,Subscriptions,2000-05-05
5443,-1597.0,Groceries,2000-05-07
576,-2726.0,Food,2000-05-09
2555,-6870.0,Subscriptions,2000-05-09
7962,-3009.0,Health Insurance,2000-05-12
4214,-7657.0,Groceries,2000-05-12
8578,-2565.0,Subscriptions,2000-05-14
8583,-2458.0,Leisure,2000-05-14
4526,8374.0,Other,2000-05-16
3603,3527.0,Tips,2000-05-18
2667,7801.0,Other,2000-05-19
8720,-8645.0,Investments,2000-05-19
1220,3042.0,Tips,2000-05-19
1228,9509.0,Other,2000-05-20
2637,3985.0,Salary,2000-05-20
3995,637.0,Tips,2000-05-20
9841,-4719.0,Investments,2000-05-20
9913,-4560.0,Health Insurance,2000-05-22
8162,-9305.0,Food,2000-05-22
4302,9625.0,Salary,2000-05-22
7043,-3976.0,Subscriptions,2000-05-23
314,3150.0,Salary,2000-05-23
3714,-8194.0,Investments,2000-05-23
9567,4504.0,Tips,2000-05-24
5514,2339.0,Salary,2000-05-24
9061,6949.0,Salary,2000-05-24
3415,-13.0,Food,2000-05-24
2034,-4145.0,Leisure,2000-05-25
5674,-5002.0,Food,2000-05-27
6306,-677.0,Food,2000-05-27
7435,-8335.0,Food,2000-05-27
8907,-2310.0,Investments,2000-05-28
5947,5781.0,Salary,2000-05-29
1312,9080.0,Salary,2000-05-30
8982,-6440.0,Food,2000-05-30
7197,4186.0,Salary,2000-05-31
5861,-6883.0,Subscriptions,2000-05-31
4490,-9600.0,Investments,2000-05-31
5251,8573.0,Tips,2000-06-01
2941,6058.0,Salary,2000-06-01
4199,-789.0,Investments,2000-06-04
738,-4348.0,Leisure,2000-06-05
5253,1325.0,Other,2000-06-05
3917,-2376.0,Leisure,2000-06-06
2933,-4249.0,Groceries,2000-06-07
6191,-710.0,Groceries,2000-06-07
822,-5899.0,Groceries,2000-06-07
4463,-4932.0,Investments,2000-06-08
8036,5125.0,Tips,2000-06-09
3184,2021.0,Other,2000-06-09
3119,4011.0,Salary,2000-06-09
2542,9246.0,Other,2000-06-09
5634,8216.0,Salary,2000-06-11
4042,4537.0,Salary,2000-06-13
6275,8168.0,Salary,2000-06-13
9446,4303.0,Salary,2000-06-13
3796,-7703.0,Groceries,2000-06-15
2243,-866.0,Leisure,2000-06-15
1604,-5128.0,Subscriptions,2000-06-16
9339,-8228.0,Investments,2000-06-16
1808,-1517.0,Investments,2000-06-16
2332,-1446.0,Food,2000-06-17
298,-9648.0,Health Insurance,2000-06-17
3364,8510.0,Other,2000-06-19
3242,8922.0,Salary,2000-06-19
1345,4612.0,Salary,2000-06-21
5819,2047.0,Tips,2000-06-21
6270,-2887.0,Health Insurance,2000-06-22
7496,9815.0,Salary,2000-06-23
5039,2933.0,Other,2000-06-23
4031,-3936.0,Food,2000-06-23
3339,5717.0,Tips,2000-06-24
9657,-2425.0,Leisure,2000-06-24
3561,9898.0,Tips,2000-06-24
7192,8448.0,Other,2000-06-25
5487,4477.0,Salary,2000-06-25
8290,3663.0,Salary,2000-06-27
1659,7430.0,Other,2000-06-27
6705,372.0,Tips,2000-06-27
2953,3076.0,Salary,2000-06-29
5054,-612.0,Investments,2000-06-29
8393,-7314.0,Health Insurance,2000-06-30
7282,-5893.0,Groceries,2000-06-30
8378,-624.0,Health Insurance,2000-07-02
5882,-5558.0,Leisure,2000-07-03
1508,9742.0,Other,2000-07-03
591,7651.0,Other,2000-07-05
8240,-876.0,Food,2000-07-05
9045,1852.0,Other,2000-07-07
8759,5397.0,Salary,2000-07-08
1685,6783.0,Other,2000-07-08
5900,-3638.0,Groceries,2000-07-08
6405,1650.0,Other,2000-07-10
1706,3641.0,Salary,2000-07-13
1673,-9722.0,Food,2000-07-13
8023,1314.0,Salary,2000-07-14
9073,-4866.0,Health Insurance,2000-07-14
8692,-8483.0,Leisure,2000-07-15
5693,6035.0,Tips,2000-07-16
7319,-8154.0,Subscriptions,2000-07-18
7930,2429.0,Other,2000-07-18
4224,3313.0,Salary,2000-07-20
9133,1714.0,Salary,2000-07-22
3641,-6550.0,Groceries,2000-07-22
3384,-83.0,Leisure,2000-07-23
5688,-6880.0,Subscriptions,2000-07-23
5349,-1309.0,Subscriptions,2000-07-23
4611,7692.0,Other,2000-07-23
3604,-9969.0,Groceries,2000-07-25
1303,4148.0,Tips,2000-07-25
6433,7007.0,Tips,2000-07-27
9761,3625.0,Other,2000-07-27
8577,9496.0,Tips,2000-07-28
9428,-5748.0,Leisure,2000-07-29
1937,-3278.0,Subscriptions,2000-07-29
3427,-6533.0,Food,2000-07-29
2206,-5223.0,Subscriptions,2000-07-30
8953,-2331.0,Groceries,2000-07-30
3606,-8406.0,Investments,2000-07-30
5339,-2442.0,Leisure,2000-07-30
4989,-8552.0,Groceries,2000-08-03
1765,9836.0,Other,2000-08-06
9059,-5760.0,Food,2000-08-07
8633,9722.0,Salary,2000-08-08
9455,4871.0,Tips,2000-08-09
2774,6162.0,Other,2000-08-09
652,6612.0,Tips,2000-08-09
9878,4552.0,Salary,2000-08-10
3856,3237.0,Tips,2000-08-10
7947,-8850.0,Health Insurance,2000-08-10
6816,4512.0,Tips,2000-08-12
8308,-8342.0,Leisure,2000-08-13
7722,8170.0,Tips,2000-08-13
9771,6763.0,Salary,2000-08-14
2068,9910.0,Salary,2000-08-14
3438,-860.0,Investments,2000-08-14
3327,-4809.0,Subscriptions,2000-08-15
7433,1675.0,Tips,2000-08-17
3835,-9729.0,Subscriptions,2000-08-18
841,-5822.0,Food,2000-08-19
9493,-7877.0,Subscriptions,2000-08-19
1538,-7866.0,Health Insurance,2000-08-19
6217,-5820.0,Investments,2000-08-20
7294,6558.0,Tips,2000-08-21
7519,8618.0,Other,2000-08-22
7022,5809.0,Tips,2000-08-23
7585,-5281.0,Groceries,2000-08-23
7665,1622.0,Salary,2000-08-23
4719,7103.0,Salary,2000-08-24
5371,-6822.0,Investments,2000-08-24
4933,8442.0,Salary,2000-08-25
3757,9965.0,Tips,2000-08-26
8683,-3694.0,Health Insurance,2000-08-28
545,4614.0,Tips,2000-08-28
1669,3192.0,Salary,2000-08-29
3014,-8539.0,Health Insurance,2000-08-29
5875,-3072.0,Food,2000-08-29
6546,-7742.0,Health Insurance,2000-08-30
472,9063.0,Salary,2000-08-30
6854,-5269.0,Groceries,2000-08-31
4518,1719.0,Other,2000-09-01
2341,9555.0,Salary,2000-09-02
5488,-7999.0,Subscriptions,2000-09-04
5599,2734.0,Tips,2000-09-07
3541,1825.0,Salary,2000-09-08
9312,8865.0,Tips,2000-09-09
8265,8957.0,Salary,2000-09-09
7079,2238.0,Other,2000-09-13
2808,4756.0,Salary,2000-09-15
4200,2356.0,Tips,2000-09-15
2168,-135.0,Subscriptions,2000-09-16
4903,-2360.0,Groceries,2000-09-17
5120,-1515.0,Health Insurance,2000-09-18
4969,-4064.0,Investments,2000-09-19
5816,-6554.0,Leisure,2000-09-20
8869,4756.0,Other,2000-09-20
3049,-6568.0,Health Insurance,2000-09-20
7883,2057.0,Salary,2000-09-20
8874,459.0,Tips,2000-09-20
9049,3501.0,Salary,2000-09-21
1848,8523.0,Other,2000-09-22
1613,-3504.0,Investments,2000-09-22
2718,2432.0,Salary,2000-09-23
3826,-2678.0,Health Insurance,2000-09-24
9269,-1377.0,Food,2000-09-24
2575,-8536.0,Food,2000-09-25
5267,7311.0,Other,2000-09-26
9263,1189.0,Tips,2000-09-26
4405,3869.0,Tips,2000-09-27
9331,-3977.0,Food,2000-09-27
9110,-3748.0,Food,2000-09-27
8484,-4914.0,Subscriptions,2000-09-29
2124,2429.0,Other,2000-09-29
1953,-442.0,Health Insurance,2000-09-30
2211,-2650.0,Leisure,2000-10-02
363,2667.0,Tips,2000-10-02
9940,-2355.0,Groceries,2000-10-02
9404,8127.0,Salary,2000-10-03
3703,-7583.0,Investments,2000-10-03
5048,-8526.0,Investments,2000-10-04
97,-9366.0,Groceries,2000-10-04
8117,902.0,Salary,2000-10-04
3475,-5544.0,Leisure,2000-10-05
8873,-8854.0,Health Insurance,2000-10-07
9172,2222.0,Other,2000-10-10
1958,160.0,Salary,2000-10-10
641,-4070.0,Investments,2000-10-11
5208,-9744.0,Leisure,2000-10-12
2285,-9867.0,Leisure,2000-10-13
5243,-6792.0,Subscriptions,2000-10-13
4440,-609.0,Food,2000-10-14
9858,-2586.0,Food,2000-10-15
9057,4947.0,Other,2000-10-16
9176,7376.0,Salary,2000-10-17
9658,8069.0,Other,2000-10-17
4755,-6545.0,Leisure,2000-10-18
5397,-8002.0,Subscriptions,2000-10-18
7051,1061.0,Salary,2000-10-19
2966,-1431.0,Food,2000-10-19
164,-1706.0,Groceries,2000-10-19
5982,1851.0,Salary,2000-10-20
8864,7910.0,Salary,2000-10-21
6052,613.0,Other,2000-10-21
2424,-482.0,Subscriptions,2000-10-21
5876,2027.0,Tips,2000-10-23
190,2988.0,Tips,2000-10-25
6314,1192.0,Other,2000-10-25
3977,6065.0,Other,2000-10-26
9547,1373.0,Salary,2000-10-27
7100,4355.0,Other,2000-10-27
2940,6580.0,Other,2000-10-30
5940,-5654.0,Groceries,2000-10-31
4280,-5902.0,Investments,2000-11-01
9698,-3493.0,Groceries,2000-11-02
2407,-4131.0,Health Insurance,2000-11-02
77,508.0,Salary,2000-11-06
4012,1987.0,Salary,2000-11-08
9163,-5395.0,Health Insurance,2000-11-10
5378,-1991.0,Investments,2000-11-12
415,-3768.0,Health Insurance,2000-11-13
520,8229.0,Tips,2000-11-14
4676,7204.0,Salary,2000-11-15
1787,8958.0,Tips,2000-11-15
5016,8445.0,Tips,2000-11-17
3038,2491.0,Other,2000-11-19
915,7826.0,Salary,2000-11-20
3740,3825.0,Other,2000-11-20
4610,-9710.0,Food,2000-11-21
6753,6321.0,Tips,2000-11-21
3736,-9701.0,Groceries,2000-11-21
5553,-1977.0,Subscriptions,2000-11-22
672,3748.0,Salary,2000-11-22
5155,9164.0,Tips,2000-11-22
9741,-9026.0,Investments,2000-11-25
8341,-1892.0,Subscriptions,2000-11-26
7751,1361.0,Other,2000-11-27
970,5554.0,Tips,2000-11-28
9803,-9562.0,Subscriptions,2000-11-29
4614,-9937.0,Health Insurance,2000-11-30
5756,2676.0,Salary,2000-12-01
3635,6757.0,Tips,2000-12-02
420,166.0,Other,2000-12-04
5285,-7858.0,Investments,2000-12-04
4792,2571.0,Tips,2000-12-04
1160,4551.0,Other,2000-12-04
2420,2755.0,Salary,2000-12-05
5399,-4630.0,Groceries,2000-12-05
4220,-2392.0,Groceries,2000-12-07
3006,1035.0,Tips,2000-12-07
4487,-1603.0,Groceries,2000-12-08
3175,436.0,Tips,2000-12-09
710,4397.0,Other,2000-12-10
3109,-5821.0,Leisure,2000-12-11
1110,-8122.0,Groceries,2000-12-12
507,-9415.0,Investments,2000-12-15
4558,-8203.0,Food,2000-12-15
8719,3417.0,Other,2000-12-16
1366,-2868.0,Groceries,2000-12-17
8663,-2767.0,Investments,2000-12-19
8937,9119.0,Tips,2000-12-19
936,-2637.0,Groceries,2000-12-21
925,9667.0,Salary,2000-12-21
6520,1081.0,Other,2000-12-22
128,-9954.0,Health Insurance,2000-12-22
569,-9048.0,Food,2000-12-22
9847,-9993.0,Leisure,2000-12-24
8748,4730.0,Salary,2000-12-25
2949,-3613.0,Food,2000-12-26
4798,1462.0,Tips,2000-12-26
5034,-6262.0,Health Insurance,2000-12-28
3999,-3528.0,Groceries,2000-12-28
3187,8981.0,Other,2000-12-29
7903,-8733.0,Investments,2000-12-30
1106,6922.0,Tips,2000-12-30
2016,1393.0,Tips,2001-01-03
8242,-1702.0,Groceries,2001-01-03
5813,-5558.0,Subscriptions,2001-01-05
8241,8115.0,Tips,2001-01-05
3333,1258.0,Tips,2001-01-06
4834,-8100.0,Leisure,2001-01-06
3968,8416.0,Salary,2001-01-06
4297,-8266.0,Health Insurance,2001-01-07
7726,211.0,Tips,2001-01-07
329,9963.0,Other,2001-01-07
4252,-9620.0,Leisure,2001-01-08
3695,8796.0,Tips,2001-01-08
3036,972.0,Other,2001-01-09
8142,-4872.0,Food,2001-01-10
8347,-7842.0,Leisure,2001-01-10
516,9689.0,Other,2001-01-10
9944,5407.0,Salary,2001-01-11
9393,6332.0,Other,2001-01-11
4961,8192.0,Salary,2001-01-12
8597,-8758.0,Food,2001-01-15
4535,34.0,Tips,2001-01-17
8564,-6428.0,Groceries,2001-01-17
1137,-4398.0,Subscriptions,2001-01-17
7302,3491.0,Salary,2001-01-17
3033,1846.0,Other,2001-01-17
7773,-5497.0,Investments,2001-01-18
8248,-4213.0,Leisure,2001-01-20
7165,6199.0,Other,2001-01-21
9302,-6918.0,Groceries,2001-01-24
3921,-6870.0,Investments,2001-01-26
4941,9233.0,Tips,2001-01-26
4322,-9509.0,Leisure,2001-01-27
9502,2690.0,Other,2001-01-27
9465,-5480.0,Leisure,2001-01-28
9011,4166.0,Other,2001-01-28
3715,7858.0,Other,2001-01-29
1481,-2646.0,Subscriptions,2001-01-31
6428,-5630.0,Subscriptions,2001-01-31
3131,-6790.0,Leisure,2001-02-01
9837,3804.0,Tips,2001-02-02
1445,-8349.0,Food,2001-02-02
3416,-7486.0,Food,2001-02-03
5969,-2036.0,Groceries,2001-02-03
1486,1639.0,Salary,2001-02-04
4379,-2375.0,Health Insurance,2001-02-05
7998,-4162.0,Leisure,2001-02-07
6071,-5135.0,Investments,2001-02-07
187,7624.0,Other,2001-02-09
6381,2589.0,Salary,2001-02-09
1830,429.0,Tips,2001-02-10
8182,-4760.0,Groceries,2001-02-10
3771,4954.0,Tips,2001-02-10
9775,-1369.0,Health Insurance,2001-02-11
6346,-1230.0,Groceries,2001-02-11
8194,-7531.0,Subscriptions,2001-02-11
3425,2804.0,Tips,2001-02-13
708,-1173.0,Groceries,2001-02-13
3448,-5652.0,Investments,2001-02-14
3480,7592.0,Other,2001-02-16
7566,3554.0,Tips,2001-02-16
5615,3055.0,Salary,2001-02-17
6098,8206.0,Tips,2001-02-18
954,-6006.0,Groceries,2001-02-18
8215,-7149.0,Subscriptions,2001-02-18
9517,5758.0,Salary,2001-02-18
2467,-4076.0,Subscriptions,2001-02-19
499,-9669.0,Leisure,2001-02-19
5477,2989.0,Tips,2001-02-20
1381,-8158.0,Investments,2001-02-20
8538,-3789.0,Subscriptions,2001-02-21
2837,-6791.0,Investments,2001-02-21
8762,2448.0,Tips,2001-02-22
6337,-4429.0,Leisure,2001-02-24
9024,-9769.0,Investments,2001-02-24
1089,-1798.0,Leisure,2001-02-24
5329,1111.0,Other,2001-02-26
2225,-8621.0,Groceries,2001-02-26
9919,-4435.0,Subscriptions,2001-02-28
6047,-2775.0,Health Insurance,2001-03-02
2640,2531.0,Tips,2001-03-02
4653,4902.0,Other,2001-03-02
213,1097.0,Other,2001-03-02
6392,5196.0,Salary,2001-03-02
7005,-8016.0,Leisure,2001-03-04
8702,-4873.0,Leisure,2001-03-06
9515,4926.0,Salary,2001-03-07
5354,-1082.0,Subscriptions,2001-03-08
5541,2128.0,Salary,2001-03-11
5516,-9784.0,Groceries,2001-03-11
9744,-9311.0,Subscriptions,2001-03-12
1615,-8988.0,Health Insurance,2001-03-13
5917,6151.0,Tips,2001-03-13
4833,-762.0,Subscriptions,2001-03-14
8406,-5486.0,Subscriptions,2001-03-15
8332,-4853.0,Health Insurance,2001-03-15
3639,8180.0,Tips,2001-03-16
1251,3058.0,Other,2001-03-16
1461,-8026.0,Investments,2001-03-20
1492,2258.0,Tips,2001-03-20
8382,-1929.0,Groceries,2001-03-23
5685,1846.0,Tips,2001-03-24
1692,-2536.0,Subscriptions,2001-03-25
9194,1107.0,Tips,2001-03-25
5833,7380.0,Other,2001-03-27
2347,-8882.0,Groceries,2001-03-27
980,920.0,Salary,2001-03-28
3179,-5724.0,Food,2001-03-28
2024,-9769.0,Food,2001-03-29
5605,-5250.0,Subscriptions,2001-03-29
4203,5387.0,Salary,2001-03-30
9364,5207.0,Other,2001-03-30
2693,-6498.0,Health Insurance,2001-03-31
342,96.0,Other,2001-04-01
4398,-7878.0,Investments,2001-04-02
9419,-8667.0,Leisure,2001-04-03
5419,6418.0,Other,2001-04-03
4600,-4840.0,Subscriptions,2001-04-03
1082,-8967.0,Leisure,2001-04-04
5798,981.0,Salary,2001-04-04
3152,9852.0,Tips,2001-04-04
1087,9996.0,Salary,2001-04-04
3984,1365.0,Other,2001-04-06
1681,9382.0,Tips,2001-04-08
6119,-1042.0,Groceries,2001-04-08
3902,-7429.0,Investments,2001-04-09
6668,8601.0,Tips,2001-04-11
3363,-1912.0,Subscriptions,2001-04-12
6731,-9546.0,Subscriptions,2001-04-12
7841,-411.0,Groceries,2001-04-12
1293,-7862.0,Health Insurance,2001-04-12
7978,-5867.0,Subscriptions,2001-04-12
9850,52.0,Other,2001-04-13
3473,2426.0,Salary,2001-04-13
159,8144.0,Salary,2001-04-15
3536,3509.0,Salary,2001-04-16
1174,-9089.0,Food,2001-04-16
4607,4576.0,Other,2001-04-17
6665,7550.0,Tips,2001-04-18
8003,-4879.0,Groceries,2001-04-20
4492,1668.0,Tips,2001-04-20
952,-3348.0,Leisure,2001-04-20
8705,5975.0,Other,2001-04-20
6972,-2635.0,Food,2001-04-21
7829,-2625.0,Leisure,2001-04-22
293,4263.0,Tips,2001-04-23
5515,-5922.0,Health Insurance,2001-04-25
9293,2794.0,Tips,2001-04-25
1485,3340.0,Other,2001-04-27
8437,-1551.0,Subscriptions,2001-04-27
1829,9986.0,Other,2001-04-28
2884,-1952.0,Groceries,2001-04-29
7045,-8783.0,Food,2001-04-29
9124,-1880.0,Investments,2001-04-29
6375,9107.0,Other,2001-04-30
103,5887.0,Other,2001-05-01
3408,-2524.0,Leisure,2001-05-02
4595,-8187.0,Health Insurance,2001-05-02
2428,7617.0,Tips,2001-05-03
6099,-4224.0,Subscriptions,2001-05-04
9192,4697.0,Salary,2001-05-05
7538,-1187.0,Health Insurance,2001-05-06
405,2828.0,Tips,2001-05-06
8855,3897.0,Salary,2001-05-07
3560,-5786.0,Leisure,2001-05-07
1967,-9348.0,Subscriptions,2001-05-07
9772,6968.0,Other,2001-05-07
5722,-8378.0,Food,2001-05-07
550,4109.0,Other,2001-05-11
9168,-9021.0,Investments,2001-05-12
1332,3333.0,Other,2001-05-14
5918,-6586.0,Investments,2001-05-15
5284,86.0,Tips,2001-05-17
7439,-8051.0,Investments,2001-05-19
4005,3754.0,Other,2001-05-19
4041,975.0,Tips,2001-05-20
1074,2016.0,Tips,2001-05-20
9327,7555.0,Salary,2001-05-21
288,-385.0,Leisure,2001-05-22
5031,-2272.0,Investments,2001-05-22
9235,5235.0,Other,2001-05-22
10,-551.0,Subscriptions,2001-05-27
149,6105.0,Other,2001-05-29
7738,-2478.0,Health Insurance,2001-05-30
549,-8153.0,Health Insurance,2001-06-01
5996,-1162.0,Subscriptions,2001-06-01
9496,-6748.0,Leisure,2001-06-04
1839,-1588.0,Subscriptions,2001-06-05
8166,-4142.0,Food,2001-06-06
5204,3969.0,Other,2001-06-07
1586,-6324.0,Subscriptions,2001-06-07
1024,-3130.0,Health Insurance,2001-06-07
6620,2946.0,Salary,2001-06-07
5306,3316.0,Other,2001-06-08
7641,361.0,Tips,2001-06-08
2802,632.0,Other,2001-06-09
8046,2894.0,Tips,2001-06-09
8810,-4742.0,Leisure,2001-06-10
2170,5789.0,Salary,2001-06-10
4368,9417.0,Salary,2001-06-11
6294,-1293.0,Leisure,2001-06-12
440,-6794.0,Health Insurance,2001-06-13
9758,-2678.0,Health Insurance,2001-06-14
2289,-3255.0,Leisure,2001-06-16
8485,4618.0,Tips,2001-06-17
7338,3917.0,Salary,2001-06-17
2897,5297.0,Other,2001-06-17
4316,-820.0,Leisure,2001-06-18
220,-4494.0,Groceries,2001-06-18
9128,-525.0,Food,2001-06-18
9716,-5732.0,Groceries,2001-06-19
884,2508.0,Salary,2001-06-19
2286,4829.0,Salary,2001-06-20
8128,4634.0,Tips,2001-06-20
2400,7968.0,Other,2001-06-21
466,-1447.0,Subscriptions,2001-06-21
3247,-3775.0,Leisure,2001-06-23
3010,7081.0,Other,2001-06-24
4410,-3387.0,Health Insurance,2001-06-25
4418,6438.0,Salary,2001-06-29
9135,-4154.0,Health Insurance,2001-06-30
7486,-3770.0,Leisure,2001-06-30
1582,-4008.0,Food,2001-07-01
2569,-7669.0,Food,2001-07-01
5116,5454.0,Salary,2001-07-02
1768,-358.0,Leisure,2001-07-03
8392,-2219.0,Subscriptions,2001-07-04
5767,2948.0,Salary,2001-07-05
739,5469.0,Other,2001-07-05
2391,-4848.0,Subscriptions,2001-07-10
6414,-867.0,Groceries,2001-07-11
7375,-8061.0,Groceries,2001-07-12
4007,-8389.0,Leisure,2001-07-12
8216,7434.0,Tips,2001-07-12
9212,-4709.0,Groceries,2001-07-14
8391,1164.0,Salary,2001-07-14
1298,-2221.0,Health Insurance,2001-07-16
9764,-1029.0,Groceries,2001-07-16
